algorithm,message_bytes,ber,repetition,original_bits,encoded_bits,overhead_bits,altered_bits,connection_success,valid,error_detected,error_corrected,corrected_bits,message_correct,error
HAMMING_12_8,10,0.001000,73,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.001000,74,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,75,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,76,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,77,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,78,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,79,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.001000,80,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,81,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,82,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,83,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,84,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.001000,85,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,86,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,87,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.001000,88,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,89,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,90,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,91,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,92,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,93,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,94,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,95,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,96,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,97,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,98,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,99,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.001000,100,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,1,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,2,80,120,40,3,true,true,true,true,3,true,
HAMMING_12_8,10,0.010000,3,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,4,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,5,80,120,40,3,true,true,true,true,3,true,
HAMMING_12_8,10,0.010000,6,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,7,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,8,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,9,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,10,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,11,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,12,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,13,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,14,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,15,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,16,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,17,80,120,40,3,true,true,true,true,3,true,
HAMMING_12_8,10,0.010000,18,80,120,40,2,true,true,true,true,1,false,
HAMMING_12_8,10,0.010000,19,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,20,80,120,40,4,true,false,true,false,0,false,byte fuera de rango ASCII: 0xD4
HAMMING_12_8,10,0.010000,21,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,22,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,23,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,24,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,25,80,120,40,3,true,true,true,true,3,true,
HAMMING_12_8,10,0.010000,26,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,27,80,120,40,3,true,true,true,true,3,true,
HAMMING_12_8,10,0.010000,28,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,29,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,30,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,31,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,32,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,33,80,120,40,2,true,true,true,true,1,false,
HAMMING_12_8,10,0.010000,34,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,35,80,120,40,3,true,true,true,true,3,true,
HAMMING_12_8,10,0.010000,36,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,37,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,38,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,39,80,120,40,3,true,true,true,true,3,true,
HAMMING_12_8,10,0.010000,40,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,41,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,42,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,43,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,44,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,45,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,46,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,47,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,48,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,49,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,50,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,51,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,52,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,53,80,120,40,4,true,false,true,false,0,false,síndrome Hamming inválido (14) en bloque offset 4
HAMMING_12_8,10,0.010000,54,80,120,40,4,true,true,true,true,4,true,
HAMMING_12_8,10,0.010000,55,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,56,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,57,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,58,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,59,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,60,80,120,40,3,true,true,true,true,3,true,
HAMMING_12_8,10,0.010000,61,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,62,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,63,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,64,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,65,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,66,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,67,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,68,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,69,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,70,80,120,40,4,true,false,true,false,0,false,síndrome Hamming inválido (14) en bloque offset 1
HAMMING_12_8,10,0.010000,71,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,72,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,73,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,74,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,75,80,120,40,4,true,true,true,true,2,false,
HAMMING_12_8,10,0.010000,76,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,77,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,78,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,79,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,80,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,81,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,82,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,83,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,84,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,85,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,86,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,87,80,120,40,3,true,true,true,true,3,true,
HAMMING_12_8,10,0.010000,88,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,89,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,90,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,91,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,92,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,93,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,94,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,95,80,120,40,1,true,true,true,true,1,true,
HAMMING_12_8,10,0.010000,96,80,120,40,0,true,true,false,false,0,true,
HAMMING_12_8,10,0.010000,97,80,120,40,5,true,true,true,true,5,true,
HAMMING_12_8,10,0.010000,98,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,99,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.010000,100,80,120,40,2,true,true,true,true,2,true,
HAMMING_12_8,10,0.050000,1,80,120,40,5,true,false,true,false,0,false,byte fuera de rango ASCII: 0xA2
HAMMING_12_8,10,0.050000,2,80,120,40,8,true,false,true,false,0,false,byte fuera de rango ASCII: 0xAB
HAMMING_12_8,10,0.050000,3,80,120,40,4,true,false,true,false,0,false,síndrome Hamming inválido (14) en bloque offset 9
HAMMING_12_8,10,0.050000,4,80,120,40,6,true,false,true,false,0,false,síndrome Hamming inválido (15) en bloque offset 7
HAMMING_12_8,10,0.050000,5,80,120,40,7,true,false,true,false,0,false,byte fuera de rango ASCII: 0xDA
HAMMING_12_8,10,0.050000,6,80,120,40,5,true,true,true,true,4,false,
HAMMING_12_8,10,0.050000,7,80,120,40,6,true,false,true,false,0,false,síndrome Hamming inválido (15) en bloque offset 0
HAMMING_12_8,10,0.050000,8,80,120,40,5,true,true,true,true,4,false,
HAMMING_12_8,10,0.050000,9,80,120,40,5,true,true,true,true,4,false,
HAMMING_12_8,10,0.050000,10,80,120,40,8,true,false,true,false,0,false,síndrome Hamming inválido (15) en bloque offset 6
HAMMING_12_8,10,0.050000,11,80,120,40,6,true,false,true,false,0,false,síndrome Hamming inválido (14) en bloque offset 0
HAMMING_12_8,10,0.050000,12,80,120,40,7,true,true,true,true,5,false,
HAMMING_12_8,10,0.050000,13,80,120,40,8,true,false,true,false,0,false,síndrome Hamming inválido (14) en bloque offset 7
HAMMING_12_8,10,0.050000,14,80,120,40,7,true,false,true,false,0,false,síndrome Hamming inválido (14) en bloque offset 1
HAMMING_12_8,10,0.050000,15,80,120,40,6,true,false,true,false,0,false,byte fuera de rango ASCII: 0xDC
HAMMING_12_8,10,0.050000,16,80,120,40,9,true,false,true,false,0,false,síndrome Hamming inválido (14) en bloque offset 5
HAMMING_12_8,10,0.050000,17,80,120,40,9,true,true,true,true,7,false,
HAMMING_12_8,10,0.050000,18,80,120,40,6,true,false,true,false,0,false,byte fuera de rango ASCII: 0xD5
HAMMING_12_8,10,0.050000,19,80,120,40,5,true,false,true,false,0,false,síndrome Hamming inválido (14) en bloque offset 6
HAMMING_12_8,10,0.050000,20,80,120,40,5,true,true,true,true,5,true,
HAMMING_12_8,10,0.050000,21,80,120,40,8,true,false,true,false,0,false,byte fuera de rango ASCII: 0xD5
HAMMING_12_8,10,0.050000,22,80,120,40,4,true,true,true,true,4,true,
HAMMING_12_8,10,0.050000,23,80,120,40,4,true,true,true,true,4,true,
HAMMING_12_8,10,0.050000,24,80,120,40,4,true,true,true,true,3,false,
HAMMING_12_8,10,0.050000,25,80,120,40,10,true,false,true,false,0,false,síndrome Hamming inválido (13) en bloque offset 1
HAMMING_12_8,10,0.050000,26,80,120,40,6,true,true,true,true,6,true,
HAMMING_12_8,10,0.050000,27,80,120,40,4,true,true,true,true,4,true,
HAMMING_12_8,10,0.050000,28,80,120,40,10,true,false,true,false,0,false,síndrome Hamming inválido (15) en bloque offset 1
HAMMING_12_8,10,0.050000,29,80,120,40,7,true,true,true,true,7,true,
